Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
3472141,13-06-2026,12:54:35,1,0:00:42.119,0:00:42.119,0:00:42.119,"22.223 km/h",
3472141,13-06-2026,12:55:17,2,0:01:22.738,0:00:40.619,0:00:40.619,"23.043 km/h",-0:00:01.500
,,,,,,,,
3472141,13-06-2026,13:13:06,1,0:00:42.773,0:00:42.773,0:00:42.773,"21.883 km/h",
3472141,13-06-2026,13:13:49,2,0:01:23.980,0:00:41.207,0:00:41.207,"22.715 km/h",-0:00:01.566
3472141,13-06-2026,13:14:30,3,0:02:05.993,0:00:42.013,0:00:42.013,"22.279 km/h",0:00:00.806
3472141,13-06-2026,13:15:12,4,0:02:47.236,0:00:41.243,0:00:41.243,"22.695 km/h",-0:00:00.770
3472141,13-06-2026,13:15:53,5,0:03:27.440,0:00:40.204,0:00:40.204,"23.281 km/h",-0:00:01.039
3472141,13-06-2026,13:16:34,6,0:04:07.639,0:00:40.199,0:00:40.199,"23.284 km/h",-0:00:00.005
3472141,13-06-2026,13:17:14,7,0:04:47.660,0:00:40.021,0:00:40.021,"23.388 km/h",-0:00:00.178
3472141,13-06-2026,13:17:54,8,0:05:26.481,0:00:38.821,0:00:38.821,"24.111 km/h",-0:00:01.200
