Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
3242003,22-06-2025,16:02:13,1,0:00:33.634,0:00:33.634,0:00:33.634,"27.829 km/h",
3242003,22-06-2025,16:02:46,2,0:01:09.200,0:00:35.566,0:00:35.566,"26.317 km/h",0:00:01.932
3242003,22-06-2025,16:03:22,3,0:01:42.028,0:00:32.828,0:00:32.828,"28.512 km/h",-0:00:02.738
3242003,22-06-2025,16:03:55,4,0:02:15.936,0:00:33.908,0:00:33.908,"27.604 km/h",0:00:01.080
,,,,,,,,
3242003,22-06-2025,16:06:05,1,0:00:29.332,0:00:29.332,0:00:29.332,"31.911 km/h",
3242003,22-06-2025,16:06:35,2,0:00:58.847,0:00:29.515,0:00:29.515,"31.713 km/h",0:00:00.183
3242003,22-06-2025,16:07:04,3,0:01:28.643,0:00:29.796,0:00:29.796,"31.414 km/h",0:00:00.281
3242003,22-06-2025,16:07:34,4,0:02:00.334,0:00:31.691,0:00:31.691,"29.535 km/h",0:00:01.895
3242003,22-06-2025,16:08:06,5,0:02:31.464,0:00:31.130,0:00:31.130,"30.067 km/h",-0:00:00.561
3242003,22-06-2025,16:08:39,6,0:03:26.877,0:00:55.413,0:00:55.413,"16.891 km/h",0:00:24.283
3242003,22-06-2025,16:09:35,7,0:04:00.315,0:00:33.438,0:00:33.438,"27.992 km/h",-0:00:21.975
,,,,,,,,
3242003,22-06-2025,16:11:15,1,0:00:40.558,0:00:40.558,0:00:40.558,"23.078 km/h",
3242003,22-06-2025,16:11:56,2,0:01:12.604,0:00:32.046,0:00:32.046,"29.208 km/h",-0:00:08.512
,,,,,,,,
3242003,22-06-2025,16:39:41,1,0:00:30.277,0:00:30.277,0:00:30.277,"30.915 km/h",
3242003,22-06-2025,16:40:11,2,0:00:59.852,0:00:29.575,0:00:29.575,"31.648 km/h",-0:00:00.702
,,,,,,,,
3242003,22-06-2025,16:42:05,1,0:00:31.597,0:00:31.597,0:00:31.597,"29.623 km/h",
3242003,22-06-2025,16:42:37,2,0:01:04.437,0:00:32.840,0:00:32.840,"28.502 km/h",0:00:01.243
,,,,,,,,
3242003,22-06-2025,16:44:40,1,0:00:30.563,0:00:30.563,0:00:30.563,"30.625 km/h",
,,,,,,,,
3242003,22-06-2025,16:46:38,1,0:00:52.382,0:00:52.382,0:00:52.382,"17.869 km/h",
3242003,22-06-2025,16:47:31,2,0:01:22.669,0:00:30.287,0:00:30.287,"30.904 km/h",-0:00:22.095
3242003,22-06-2025,16:48:01,3,0:01:58.795,0:00:36.126,0:00:36.126,"25.909 km/h",0:00:05.839
3242003,22-06-2025,16:48:37,4,0:02:27.230,0:00:28.435,0:00:28.435,"32.917 km/h",-0:00:07.691
3242003,22-06-2025,16:49:05,5,0:02:58.262,0:00:31.032,0:00:31.032,"30.162 km/h",0:00:02.597
3242003,22-06-2025,16:49:36,6,0:03:28.206,0:00:29.944,0:00:29.944,"31.258 km/h",-0:00:01.088
3242003,22-06-2025,16:50:06,7,0:04:13.625,0:00:45.419,0:00:45.419,"20.608 km/h",0:00:15.475
3242003,22-06-2025,16:50:52,8,0:04:44.207,0:00:30.582,0:00:30.582,"30.606 km/h",-0:00:14.837
3242003,22-06-2025,16:51:22,9,0:05:15.865,0:00:31.658,0:00:31.658,"29.566 km/h",0:00:01.076
,,,,,,,,
3242003,22-06-2025,17:27:34,1,0:00:37.161,0:00:37.161,0:00:37.161,"25.188 km/h",
3242003,22-06-2025,17:28:11,2,0:01:09.250,0:00:32.089,0:00:32.089,"29.169 km/h",-0:00:05.072
3242003,22-06-2025,17:28:43,3,0:02:02.941,0:00:53.691,0:00:53.691,"17.433 km/h",0:00:21.602
3242003,22-06-2025,17:29:37,4,0:02:35.835,0:00:32.894,0:00:32.894,"28.455 km/h",-0:00:20.797
3242003,22-06-2025,17:30:10,5,0:03:06.555,0:00:30.720,0:00:30.720,"30.469 km/h",-0:00:02.174
3242003,22-06-2025,17:30:41,6,0:03:39.744,0:00:33.189,0:00:33.189,"28.202 km/h",0:00:02.469
3242003,22-06-2025,17:31:14,7,0:04:10.874,0:00:31.130,0:00:31.130,"30.067 km/h",-0:00:02.059
3242003,22-06-2025,17:31:45,8,0:04:45.121,0:00:34.247,0:00:34.247,"27.331 km/h",0:00:03.117
3242003,22-06-2025,17:32:19,9,0:05:16.923,0:00:31.802,0:00:31.802,"29.432 km/h",-0:00:02.445
,,,,,,,,
3242003,22-06-2025,17:34:37,1,0:00:30.537,0:00:30.537,0:00:30.537,"30.651 km/h",
,,,,,,,,
3242003,22-06-2025,17:36:15,1,0:00:46.205,0:00:46.205,0:00:46.205,"20.258 km/h",
3242003,22-06-2025,17:37:01,2,0:01:19.428,0:00:33.223,0:00:33.223,"28.173 km/h",-0:00:12.982
3242003,22-06-2025,17:37:34,3,0:01:48.920,0:00:29.492,0:00:29.492,"31.737 km/h",-0:00:03.731
3242003,22-06-2025,17:38:04,4,0:02:18.314,0:00:29.394,0:00:29.394,"31.843 km/h",-0:00:00.098
3242003,22-06-2025,17:38:33,5,0:02:48.983,0:00:30.669,0:00:30.669,"30.519 km/h",0:00:01.275
3242003,22-06-2025,17:39:04,6,0:03:21.407,0:00:32.424,0:00:32.424,"28.868 km/h",0:00:01.755
3242003,22-06-2025,17:39:36,7,0:03:50.588,0:00:29.181,0:00:29.181,"32.076 km/h",-0:00:03.243
3242003,22-06-2025,17:40:06,8,0:04:23.847,0:00:33.259,0:00:33.259,"28.143 km/h",0:00:04.078
,,,,,,,,
3242003,22-06-2025,18:04:34,1,0:00:49.833,0:00:49.833,0:00:49.833,"18.783 km/h",
3242003,22-06-2025,18:05:23,2,0:01:20.342,0:00:30.509,0:00:30.509,"30.679 km/h",-0:00:19.324
3242003,22-06-2025,18:05:54,3,0:01:51.405,0:00:31.063,0:00:31.063,"30.132 km/h",0:00:00.554
3242003,22-06-2025,18:06:25,4,0:02:35.048,0:00:43.643,0:00:43.643,"21.447 km/h",0:00:12.580
3242003,22-06-2025,18:07:09,5,0:03:15.282,0:00:40.234,0:00:40.234,"23.264 km/h",-0:00:03.409
,,,,,,,,
3242003,22-06-2025,18:09:27,1,0:00:30.688,0:00:30.688,0:00:30.688,"30.501 km/h",
3242003,22-06-2025,18:09:57,2,0:00:59.240,0:00:28.552,0:00:28.552,"32.782 km/h",-0:00:02.136
3242003,22-06-2025,18:10:26,3,0:01:29.654,0:00:30.414,0:00:30.414,"30.775 km/h",0:00:01.862
3242003,22-06-2025,18:10:56,4,0:01:50.567,0:00:20.913,0:00:20.913,"44.757 km/h",-0:00:09.501
3242003,22-06-2025,18:11:17,5,0:02:34.155,0:00:43.588,0:00:43.588,"21.474 km/h",0:00:22.675
,,,,,,,,
3242003,22-06-2025,18:13:17,1,0:00:31.530,0:00:31.530,0:00:31.530,"29.686 km/h",
,,,,,,,,
3242003,22-06-2025,18:16:23,1,0:00:30.499,0:00:30.499,0:00:30.499,"30.690 km/h",
3242003,22-06-2025,18:16:54,2,0:01:03.902,0:00:33.403,0:00:33.403,"28.021 km/h",0:00:02.904
3242003,22-06-2025,18:17:27,3,0:01:34.187,0:00:30.285,0:00:30.285,"30.906 km/h",-0:00:03.118
3242003,22-06-2025,18:17:58,4,0:02:01.872,0:00:27.685,0:00:27.685,"33.809 km/h",-0:00:02.600
,,,,,,,,
3242003,22-06-2025,18:30:46,1,0:00:30.474,0:00:30.474,0:00:30.474,"30.715 km/h",
3242003,22-06-2025,18:31:16,2,0:01:03.604,0:00:33.130,0:00:33.130,"28.252 km/h",0:00:02.656
,,,,,,,,
3242003,22-06-2025,18:33:02,1,0:00:29.926,0:00:29.926,0:00:29.926,"31.277 km/h",
3242003,22-06-2025,18:33:32,2,0:00:59.637,0:00:29.711,0:00:29.711,"31.503 km/h",-0:00:00.215
,,,,,,,,
3242003,22-06-2025,18:36:27,1,0:00:30.422,0:00:30.422,0:00:30.422,"30.767 km/h",
3242003,22-06-2025,18:36:58,2,0:01:01.501,0:00:31.079,0:00:31.079,"30.117 km/h",0:00:00.657
3242003,22-06-2025,18:37:29,3,0:01:31.341,0:00:29.840,0:00:29.840,"31.367 km/h",-0:00:01.239
3242003,22-06-2025,18:37:58,4,0:02:06.439,0:00:35.098,0:00:35.098,"26.668 km/h",0:00:05.258
3242003,22-06-2025,18:38:34,5,0:02:36.913,0:00:30.474,0:00:30.474,"30.715 km/h",-0:00:04.624
,,,,,,,,
3242003,22-06-2025,18:48:06,1,0:00:45.329,0:00:45.329,0:00:45.329,"20.649 km/h",
,,,,,,,,
3242003,22-06-2025,18:51:11,1,0:00:26.223,0:00:26.223,0:00:26.223,"35.694 km/h",
3242003,22-06-2025,18:51:38,2,0:01:01.250,0:00:35.027,0:00:35.027,"26.722 km/h",0:00:08.804
,,,,,,,,
3242003,22-06-2025,18:54:32,1,0:00:37.384,0:00:37.384,0:00:37.384,"25.037 km/h",
,,,,,,,,
3242003,22-06-2025,18:56:23,1,0:00:29.936,0:00:29.936,0:00:29.936,"31.267 km/h",
,,,,,,,,
3242003,22-06-2025,18:58:34,1,0:00:54.212,0:00:54.212,0:00:54.212,"17.266 km/h",
3242003,22-06-2025,18:59:28,2,0:01:30.516,0:00:36.304,0:00:36.304,"25.782 km/h",-0:00:17.908
3242003,22-06-2025,19:00:04,3,0:02:05.682,0:00:35.166,0:00:35.166,"26.617 km/h",-0:00:01.138
3242003,22-06-2025,19:00:39,4,0:02:38.769,0:00:33.087,0:00:33.087,"28.289 km/h",-0:00:02.079
3242003,22-06-2025,19:01:12,5,0:03:15.358,0:00:36.589,0:00:36.589,"25.581 km/h",0:00:03.502
,,,,,,,,
3242003,22-06-2025,19:03:24,1,0:00:35.847,0:00:35.847,0:00:35.847,"26.111 km/h",
3242003,22-06-2025,19:04:00,2,0:01:32.315,0:00:56.468,0:00:56.468,"16.576 km/h",0:00:20.621
,,,,,,,,
3242003,22-06-2025,19:05:58,1,0:00:51.172,0:00:51.172,0:00:51.172,"18.291 km/h",
3242003,22-06-2025,19:06:49,2,0:01:31.013,0:00:39.841,0:00:39.841,"23.493 km/h",-0:00:11.331
,,,,,,,,
3242003,22-06-2025,19:12:01,1,0:00:42.713,0:00:42.713,0:00:42.713,"21.914 km/h",
3242003,22-06-2025,19:12:43,2,0:01:13.433,0:00:30.720,0:00:30.720,"30.469 km/h",-0:00:11.993
3242003,22-06-2025,19:13:14,3,0:01:41.930,0:00:28.497,0:00:28.497,"32.846 km/h",-0:00:02.223
3242003,22-06-2025,19:13:43,4,0:02:11.186,0:00:29.256,0:00:29.256,"31.993 km/h",0:00:00.759
3242003,22-06-2025,19:14:12,5,0:02:40.082,0:00:28.896,0:00:28.896,"32.392 km/h",-0:00:00.360
3242003,22-06-2025,19:14:41,6,0:03:13.070,0:00:32.988,0:00:32.988,"28.374 km/h",0:00:04.092
3242003,22-06-2025,19:15:14,7,0:03:43.428,0:00:30.358,0:00:30.358,"30.832 km/h",-0:00:02.630
3242003,22-06-2025,19:15:44,8,0:04:30.659,0:00:47.231,0:00:47.231,"19.817 km/h",0:00:16.873
3242003,22-06-2025,19:16:31,9,0:04:59.930,0:00:29.271,0:00:29.271,"31.977 km/h",-0:00:17.960
3242003,22-06-2025,19:17:01,10,0:05:30.099,0:00:30.169,0:00:30.169,"31.025 km/h",0:00:00.898
3242003,22-06-2025,19:17:31,11,0:06:06.817,0:00:36.718,0:00:36.718,"25.492 km/h",0:00:06.549
3242003,22-06-2025,19:18:07,12,0:06:35.666,0:00:28.849,0:00:28.849,"32.445 km/h",-0:00:07.869
3242003,22-06-2025,19:18:36,13,0:07:03.692,0:00:28.026,0:00:28.026,"33.398 km/h",-0:00:00.823
3242003,22-06-2025,19:19:04,14,0:07:32.523,0:00:28.831,0:00:28.831,"32.465 km/h",0:00:00.805
3242003,22-06-2025,19:19:33,15,0:08:02.041,0:00:29.518,0:00:29.518,"31.709 km/h",0:00:00.687
,,,,,,,,
3242003,22-06-2025,19:35:53,1,0:00:30.246,0:00:30.246,0:00:30.246,"30.946 km/h",
3242003,22-06-2025,19:36:23,2,0:01:00.217,0:00:29.971,0:00:29.971,"31.230 km/h",-0:00:00.275
,,,,,,,,
3242003,22-06-2025,19:38:13,1,0:00:29.586,0:00:29.586,0:00:29.586,"31.637 km/h",
3242003,22-06-2025,19:38:43,2,0:01:02.400,0:00:32.814,0:00:32.814,"28.524 km/h",0:00:03.228
3242003,22-06-2025,19:39:16,3,0:01:30.988,0:00:28.588,0:00:28.588,"32.741 km/h",-0:00:04.226
3242003,22-06-2025,19:39:44,4,0:02:01.377,0:00:30.389,0:00:30.389,"30.801 km/h",0:00:01.801
,,,,,,,,
3242003,22-06-2025,19:42:42,1,0:00:30.301,0:00:30.301,0:00:30.301,"30.890 km/h",
3242003,22-06-2025,19:43:13,2,0:00:59.319,0:00:29.018,0:00:29.018,"32.256 km/h",-0:00:01.283
3242003,22-06-2025,19:43:42,3,0:01:33.124,0:00:33.805,0:00:33.805,"27.688 km/h",0:00:04.787
,,,,,,,,
3242003,22-06-2025,19:45:22,1,0:00:30.536,0:00:30.536,0:00:30.536,"30.652 km/h",
,,,,,,,,
3242003,22-06-2025,19:47:06,1,0:00:29.391,0:00:29.391,0:00:29.391,"31.846 km/h",
3242003,22-06-2025,19:47:35,2,0:00:58.178,0:00:28.787,0:00:28.787,"32.515 km/h",-0:00:00.604
3242003,22-06-2025,19:48:04,3,0:01:34.562,0:00:36.384,0:00:36.384,"25.726 km/h",0:00:07.597
