Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
3472141,23-08-2026,10:59:41,1,0:00:37.410,0:00:37.410,0:00:37.410,"25.020 km/h",
3472141,23-08-2026,11:00:18,2,0:01:16.793,0:00:39.383,0:00:39.383,"23.767 km/h",0:00:01.973
3472141,23-08-2026,11:00:58,3,0:02:13.627,0:00:56.834,0:00:56.834,"16.469 km/h",0:00:17.451
3472141,23-08-2026,11:01:54,4,0:02:53.406,0:00:39.779,0:00:39.779,"23.530 km/h",-0:00:17.055
3472141,23-08-2026,11:02:34,5,0:03:35.551,0:00:42.145,0:00:42.145,"22.209 km/h",0:00:02.366
,,,,,,,,
3472141,23-08-2026,11:07:52,1,0:00:39.157,0:00:39.157,0:00:39.157,"23.904 km/h",
,,,,,,,,
3472141,23-08-2026,11:11:23,1,0:00:38.172,0:00:38.172,0:00:38.172,"24.521 km/h",
3472141,23-08-2026,11:12:01,2,0:01:16.825,0:00:38.653,0:00:38.653,"24.215 km/h",0:00:00.481
3472141,23-08-2026,11:12:40,3,0:01:58.141,0:00:41.316,0:00:41.316,"22.655 km/h",0:00:02.663
,,,,,,,,
3472141,23-08-2026,13:50:09,1,0:00:38.722,0:00:38.722,0:00:38.722,"24.172 km/h",
3472141,23-08-2026,13:50:48,2,0:01:16.626,0:00:37.904,0:00:37.904,"24.694 km/h",-0:00:00.818
,,,,,,,,
3472141,23-08-2026,13:52:38,1,0:00:42.628,0:00:42.628,0:00:42.628,"21.957 km/h",
3472141,23-08-2026,13:53:21,2,0:01:20.680,0:00:38.052,0:00:38.052,"24.598 km/h",-0:00:04.576
3472141,23-08-2026,13:53:59,3,0:01:58.505,0:00:37.825,0:00:37.825,"24.746 km/h",-0:00:00.227
,,,,,,,,
3472141,23-08-2026,13:57:37,1,0:00:46.413,0:00:46.413,0:00:46.413,"20.167 km/h",
3472141,23-08-2026,13:58:24,2,0:01:28.057,0:00:41.644,0:00:41.644,"22.476 km/h",-0:00:04.769
3472141,23-08-2026,13:59:05,3,0:02:04.897,0:00:36.840,0:00:36.840,"25.407 km/h",-0:00:04.804
3472141,23-08-2026,13:59:42,4,0:02:41.652,0:00:36.755,0:00:36.755,"25.466 km/h",-0:00:00.085
3472141,23-08-2026,14:00:19,5,0:03:24.102,0:00:42.450,0:00:42.450,"22.049 km/h",0:00:05.695
3472141,23-08-2026,14:01:01,6,0:04:06.722,0:00:42.620,0:00:42.620,"21.962 km/h",0:00:00.170
3472141,23-08-2026,14:01:44,7,0:04:43.751,0:00:37.029,0:00:37.029,"25.277 km/h",-0:00:05.591
3472141,23-08-2026,14:02:21,8,0:05:20.664,0:00:36.913,0:00:36.913,"25.357 km/h",-0:00:00.116
3472141,23-08-2026,14:02:58,9,0:06:00.269,0:00:39.605,0:00:39.605,"23.633 km/h",0:00:02.692
3472141,23-08-2026,14:03:38,10,0:06:39.912,0:00:39.643,0:00:39.643,"23.611 km/h",0:00:00.038
3472141,23-08-2026,14:04:17,11,0:07:23.785,0:00:43.873,0:00:43.873,"21.334 km/h",0:00:04.230
3472141,23-08-2026,14:05:01,12,0:08:01.363,0:00:37.578,0:00:37.578,"24.908 km/h",-0:00:06.295
3472141,23-08-2026,14:05:39,13,0:08:39.797,0:00:38.434,0:00:38.434,"24.353 km/h",0:00:00.856
,,,,,,,,
3472141,23-08-2026,14:25:32,1,0:00:37.694,0:00:37.694,0:00:37.694,"24.832 km/h",
3472141,23-08-2026,14:26:09,2,0:01:14.554,0:00:36.860,0:00:36.860,"25.393 km/h",-0:00:00.834
3472141,23-08-2026,14:26:46,3,0:01:56.811,0:00:42.257,0:00:42.257,"22.150 km/h",0:00:05.397
3472141,23-08-2026,14:27:28,4,0:02:35.990,0:00:39.179,0:00:39.179,"23.890 km/h",-0:00:03.078
3472141,23-08-2026,14:28:08,5,0:03:21.439,0:00:45.449,0:00:45.449,"20.595 km/h",0:00:06.270
