Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
3851227,11-04-2026,15:29:38,1,0:00:57.480,0:00:57.480,0:00:57.480,"16.284 km/h",
,,,,,,,,
3851227,11-04-2026,15:33:09,1,0:00:45.779,0:00:45.779,0:00:45.779,"20.446 km/h",
3851227,11-04-2026,15:33:55,2,0:01:32.367,0:00:46.588,0:00:46.588,"20.091 km/h",0:00:00.809
,,,,,,,,
3851227,11-04-2026,15:42:40,1,0:00:46.381,0:00:46.381,0:00:46.381,"20.181 km/h",
3851227,11-04-2026,15:43:26,2,0:01:30.849,0:00:44.468,0:00:44.468,"21.049 km/h",-0:00:01.913
3851227,11-04-2026,15:44:11,3,0:02:13.825,0:00:42.976,0:00:42.976,"21.780 km/h",-0:00:01.492
3851227,11-04-2026,15:44:54,4,0:02:56.221,0:00:42.396,0:00:42.396,"22.078 km/h",-0:00:00.580
,,,,,,,,
3851227,11-04-2026,15:47:21,1,0:00:46.805,0:00:46.805,0:00:46.805,"19.998 km/h",
3851227,11-04-2026,15:48:07,2,0:01:36.790,0:00:49.985,0:00:49.985,"18.726 km/h",0:00:03.180
3851227,11-04-2026,15:48:57,3,0:02:21.223,0:00:44.433,0:00:44.433,"21.065 km/h",-0:00:05.552
,,,,,,,,
3851227,11-04-2026,16:06:26,1,0:00:42.231,0:00:42.231,0:00:42.231,"22.164 km/h",
,,,,,,,,
3851227,11-04-2026,16:09:42,1,0:00:44.241,0:00:44.241,0:00:44.241,"21.157 km/h",
,,,,,,,,
3851227,11-04-2026,16:12:02,1,0:00:48.556,0:00:48.556,0:00:48.556,"19.277 km/h",
3851227,11-04-2026,16:12:50,2,0:01:33.721,0:00:45.165,0:00:45.165,"20.724 km/h",-0:00:03.391
