Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
7306876,20-06-2026,10:54:24,1,0:00:42.391,0:00:42.391,0:00:42.391,"22.080 km/h",
,,,,,,,,
7306876,20-06-2026,10:58:16,1,0:00:42.769,0:00:42.769,0:00:42.769,"21.885 km/h",
,,,,,,,,
7306876,20-06-2026,11:01:34,1,0:00:48.645,0:00:48.645,0:00:48.645,"19.241 km/h",
7306876,20-06-2026,11:02:22,2,0:01:31.545,0:00:42.900,0:00:42.900,"21.818 km/h",-0:00:05.745
7306876,20-06-2026,11:03:05,3,0:02:13.437,0:00:41.892,0:00:41.892,"22.343 km/h",-0:00:01.008
