Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
5893236,30-05-2026,13:43:12,1,0:00:33.364,0:00:33.364,0:00:33.364,"28.054 km/h",
5893236,30-05-2026,13:43:45,2,0:01:08.118,0:00:34.754,0:00:34.754,"26.932 km/h",0:00:01.390
,,,,,,,,
5893236,30-05-2026,13:47:46,1,0:00:33.778,0:00:33.778,0:00:33.778,"27.710 km/h",
5893236,30-05-2026,13:48:20,2,0:01:08.011,0:00:34.233,0:00:34.233,"27.342 km/h",0:00:00.455
5893236,30-05-2026,13:48:54,3,0:01:41.167,0:00:33.156,0:00:33.156,"28.230 km/h",-0:00:01.077
5893236,30-05-2026,13:49:27,4,0:02:15.350,0:00:34.183,0:00:34.183,"27.382 km/h",0:00:01.027
5893236,30-05-2026,13:50:01,5,0:02:51.959,0:00:36.609,0:00:36.609,"25.567 km/h",0:00:02.426
5893236,30-05-2026,13:50:38,6,0:03:26.123,0:00:34.164,0:00:34.164,"27.397 km/h",-0:00:02.445
,,,,,,,,
5893236,30-05-2026,13:53:22,1,0:00:32.732,0:00:32.732,0:00:32.732,"28.596 km/h",
,,,,,,,,
5893236,30-05-2026,13:58:30,1,0:00:33.108,0:00:33.108,0:00:33.108,"28.271 km/h",
5893236,30-05-2026,13:59:03,2,0:01:09.008,0:00:35.900,0:00:35.900,"26.072 km/h",0:00:02.792
5893236,30-05-2026,13:59:39,3,0:01:43.823,0:00:34.815,0:00:34.815,"26.885 km/h",-0:00:01.085
5893236,30-05-2026,14:00:14,4,0:02:16.685,0:00:32.862,0:00:32.862,"28.483 km/h",-0:00:01.953
5893236,30-05-2026,14:00:47,5,0:02:48.906,0:00:32.221,0:00:32.221,"29.049 km/h",-0:00:00.641
,,,,,,,,
5893236,30-05-2026,14:04:23,1,0:00:33.621,0:00:33.621,0:00:33.621,"27.840 km/h",
5893236,30-05-2026,14:04:56,2,0:01:06.170,0:00:32.549,0:00:32.549,"28.757 km/h",-0:00:01.072
5893236,30-05-2026,14:05:29,3,0:01:39.661,0:00:33.491,0:00:33.491,"27.948 km/h",0:00:00.942
,,,,,,,,
5893236,30-05-2026,14:14:26,1,0:00:33.034,0:00:33.034,0:00:33.034,"28.334 km/h",
5893236,30-05-2026,14:14:59,2,0:01:05.394,0:00:32.360,0:00:32.360,"28.925 km/h",-0:00:00.674
5893236,30-05-2026,14:15:32,3,0:01:37.683,0:00:32.289,0:00:32.289,"28.988 km/h",-0:00:00.071
5893236,30-05-2026,14:16:04,4,0:02:10.791,0:00:33.108,0:00:33.108,"28.271 km/h",0:00:00.819
5893236,30-05-2026,14:16:37,5,0:02:43.435,0:00:32.644,0:00:32.644,"28.673 km/h",-0:00:00.464
,,,,,,,,
5893236,30-05-2026,14:20:01,1,0:00:32.465,0:00:32.465,0:00:32.465,"28.831 km/h",
5893236,30-05-2026,14:20:33,2,0:01:04.694,0:00:32.229,0:00:32.229,"29.042 km/h",-0:00:00.236
5893236,30-05-2026,14:21:05,3,0:01:37.758,0:00:33.064,0:00:33.064,"28.309 km/h",0:00:00.835
5893236,30-05-2026,14:21:38,4,0:02:10.079,0:00:32.321,0:00:32.321,"28.960 km/h",-0:00:00.743
5893236,30-05-2026,14:22:11,5,0:02:43.440,0:00:33.361,0:00:33.361,"28.057 km/h",0:00:01.040
5893236,30-05-2026,14:22:44,6,0:03:16.974,0:00:33.534,0:00:33.534,"27.912 km/h",0:00:00.173
5893236,30-05-2026,14:23:18,7,0:03:49.241,0:00:32.267,0:00:32.267,"29.008 km/h",-0:00:01.267
5893236,30-05-2026,14:23:50,8,0:04:22.745,0:00:33.504,0:00:33.504,"27.937 km/h",0:00:01.237
5893236,30-05-2026,14:24:23,9,0:04:55.189,0:00:32.444,0:00:32.444,"28.850 km/h",-0:00:01.060
,,,,,,,,
5893236,30-05-2026,14:30:35,1,0:00:31.858,0:00:31.858,0:00:31.858,"29.380 km/h",
5893236,30-05-2026,14:31:07,2,0:01:04.801,0:00:32.943,0:00:32.943,"28.413 km/h",0:00:01.085
5893236,30-05-2026,14:31:40,3,0:01:37.279,0:00:32.478,0:00:32.478,"28.820 km/h",-0:00:00.465
5893236,30-05-2026,14:32:13,4,0:02:09.399,0:00:32.120,0:00:32.120,"29.141 km/h",-0:00:00.358
5893236,30-05-2026,14:32:45,5,0:02:41.186,0:00:31.787,0:00:31.787,"29.446 km/h",-0:00:00.333
,,,,,,,,
5893236,30-05-2026,14:34:26,1,0:00:31.788,0:00:31.788,0:00:31.788,"29.445 km/h",
5893236,30-05-2026,14:34:58,2,0:01:03.790,0:00:32.002,0:00:32.002,"29.248 km/h",0:00:00.214
5893236,30-05-2026,14:35:30,3,0:01:35.462,0:00:31.672,0:00:31.672,"29.553 km/h",-0:00:00.330
5893236,30-05-2026,14:36:01,4,0:02:07.433,0:00:31.971,0:00:31.971,"29.277 km/h",0:00:00.299
,,,,,,,,
5893236,30-05-2026,14:38:46,1,0:00:31.683,0:00:31.683,0:00:31.683,"29.543 km/h",
5893236,30-05-2026,14:39:18,2,0:01:04.431,0:00:32.748,0:00:32.748,"28.582 km/h",0:00:01.065
