Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
7264035,10-05-2026,15:42:07,1,0:00:44.256,0:00:44.256,0:00:44.256,"21.150 km/h",
7264035,10-05-2026,15:42:51,2,0:01:19.036,0:00:34.780,0:00:34.780,"26.912 km/h",-0:00:09.476
,,,,,,,,
7264035,10-05-2026,16:13:56,1,0:00:50.288,0:00:50.288,0:00:50.288,"18.613 km/h",
,,,,,,,,
7264035,10-05-2026,16:17:49,1,0:00:34.119,0:00:34.119,0:00:34.119,"27.433 km/h",
,,,,,,,,
7264035,10-05-2026,16:19:23,1,0:00:51.386,0:00:51.386,0:00:51.386,"18.215 km/h",
,,,,,,,,
7264035,10-05-2026,16:21:23,1,0:00:35.712,0:00:35.712,0:00:35.712,"26.210 km/h",
7264035,10-05-2026,16:21:59,2,0:01:19.635,0:00:43.923,0:00:43.923,"21.310 km/h",0:00:08.211
7264035,10-05-2026,16:22:43,3,0:01:56.560,0:00:36.925,0:00:36.925,"25.349 km/h",-0:00:06.998
7264035,10-05-2026,16:23:20,4,0:02:31.810,0:00:35.250,0:00:35.250,"26.553 km/h",-0:00:01.675
,,,,,,,,
7264035,10-05-2026,16:56:50,1,0:00:34.044,0:00:34.044,0:00:34.044,"27.494 km/h",
,,,,,,,,
7264035,10-05-2026,16:59:40,1,0:00:34.108,0:00:34.108,0:00:34.108,"27.442 km/h",
7264035,10-05-2026,17:00:14,2,0:01:20.075,0:00:45.967,0:00:45.967,"20.362 km/h",0:00:11.859
7264035,10-05-2026,17:01:00,3,0:01:57.302,0:00:37.227,0:00:37.227,"25.143 km/h",-0:00:08.740
