Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
3754809,19-04-2026,09:00:48,1,0:00:44.922,0:00:44.922,0:00:44.922,"20.836 km/h",
3754809,19-04-2026,09:01:33,2,0:01:31.699,0:00:46.777,0:00:46.777,"20.010 km/h",0:00:01.855
3754809,19-04-2026,09:02:19,3,0:02:18.156,0:00:46.457,0:00:46.457,"20.148 km/h",-0:00:00.320
3754809,19-04-2026,09:03:06,4,0:03:00.745,0:00:42.589,0:00:42.589,"21.978 km/h",-0:00:03.868
3754809,19-04-2026,09:03:49,5,0:03:44.997,0:00:44.252,0:00:44.252,"21.152 km/h",0:00:01.663
3754809,19-04-2026,09:04:33,6,0:04:30.288,0:00:45.291,0:00:45.291,"20.666 km/h",0:00:01.039
3754809,19-04-2026,09:05:18,7,0:05:22.356,0:00:52.068,0:00:52.068,"17.976 km/h",0:00:06.777
,,,,,,,,
3754809,19-04-2026,09:55:30,1,0:00:42.394,0:00:42.394,0:00:42.394,"22.079 km/h",
3754809,19-04-2026,09:56:12,2,0:01:24.433,0:00:42.039,0:00:42.039,"22.265 km/h",-0:00:00.355
3754809,19-04-2026,09:56:55,3,0:02:16.403,0:00:51.970,0:00:51.970,"18.010 km/h",0:00:09.931
3754809,19-04-2026,09:57:46,4,0:02:58.446,0:00:42.043,0:00:42.043,"22.263 km/h",-0:00:09.927
3754809,19-04-2026,09:58:29,5,0:03:42.415,0:00:43.969,0:00:43.969,"21.288 km/h",0:00:01.926
,,,,,,,,
3754809,19-04-2026,10:41:51,1,0:00:43.918,0:00:43.918,0:00:43.918,"21.312 km/h",
3754809,19-04-2026,10:42:35,2,0:01:25.589,0:00:41.671,0:00:41.671,"22.462 km/h",-0:00:02.247
3754809,19-04-2026,10:43:16,3,0:02:08.587,0:00:42.998,0:00:42.998,"21.768 km/h",0:00:01.327
3754809,19-04-2026,10:43:59,4,0:02:59.390,0:00:50.803,0:00:50.803,"18.424 km/h",0:00:07.805
3754809,19-04-2026,10:44:50,5,0:03:38.149,0:00:38.759,0:00:38.759,"24.149 km/h",-0:00:12.044
3754809,19-04-2026,10:45:29,6,0:04:30.639,0:00:52.490,0:00:52.490,"17.832 km/h",0:00:13.731
3754809,19-04-2026,10:46:22,7,0:05:11.642,0:00:41.003,0:00:41.003,"22.828 km/h",-0:00:11.487
3754809,19-04-2026,10:47:03,8,0:06:02.847,0:00:51.205,0:00:51.205,"18.279 km/h",0:00:10.202
,,,,,,,,
3754809,19-04-2026,11:44:46,1,0:00:41.588,0:00:41.588,0:00:41.588,"22.506 km/h",
3754809,19-04-2026,11:45:28,2,0:01:20.195,0:00:38.607,0:00:38.607,"24.244 km/h",-0:00:02.981
3754809,19-04-2026,11:46:07,3,0:02:01.481,0:00:41.286,0:00:41.286,"22.671 km/h",0:00:02.679
3754809,19-04-2026,11:46:48,4,0:02:41.180,0:00:39.699,0:00:39.699,"23.577 km/h",-0:00:01.587
3754809,19-04-2026,11:47:28,5,0:03:21.129,0:00:39.949,0:00:39.949,"23.430 km/h",0:00:00.250
3754809,19-04-2026,11:48:08,6,0:03:58.496,0:00:37.367,0:00:37.367,"25.049 km/h",-0:00:02.582
