Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
4723959,18-04-2026,14:59:39,1,0:00:41.707,0:00:41.707,0:00:41.707,"22.442 km/h",
,,,,,,,,
4723959,18-04-2026,15:02:13,1,0:00:53.874,0:00:53.874,0:00:53.874,"17.374 km/h",
4723959,18-04-2026,15:03:07,2,0:01:33.368,0:00:39.494,0:00:39.494,"23.700 km/h",-0:00:14.380
4723959,18-04-2026,15:03:46,3,0:02:15.411,0:00:42.043,0:00:42.043,"22.263 km/h",0:00:02.549
4723959,18-04-2026,15:04:28,4,0:02:56.796,0:00:41.385,0:00:41.385,"22.617 km/h",-0:00:00.658
4723959,18-04-2026,15:05:10,5,0:03:32.813,0:00:36.017,0:00:36.017,"25.988 km/h",-0:00:05.368
4723959,18-04-2026,15:05:46,6,0:04:09.367,0:00:36.554,0:00:36.554,"25.606 km/h",0:00:00.537
4723959,18-04-2026,15:06:22,7,0:04:44.786,0:00:35.419,0:00:35.419,"26.426 km/h",-0:00:01.135
4723959,18-04-2026,15:06:58,8,0:05:22.411,0:00:37.625,0:00:37.625,"24.877 km/h",0:00:02.206
4723959,18-04-2026,15:07:35,9,0:05:58.417,0:00:36.006,0:00:36.006,"25.996 km/h",-0:00:01.619
4723959,18-04-2026,15:08:11,10,0:06:36.137,0:00:37.720,0:00:37.720,"24.814 km/h",0:00:01.714
4723959,18-04-2026,15:08:49,11,0:07:12.336,0:00:36.199,0:00:36.199,"25.857 km/h",-0:00:01.521
4723959,18-04-2026,15:09:25,12,0:07:48.104,0:00:35.768,0:00:35.768,"26.169 km/h",-0:00:00.431
4723959,18-04-2026,15:10:01,13,0:08:25.933,0:00:37.829,0:00:37.829,"24.743 km/h",0:00:02.061
,,,,,,,,
4723959,18-04-2026,15:47:37,1,0:00:36.812,0:00:36.812,0:00:36.812,"25.426 km/h",
4723959,18-04-2026,15:48:14,2,0:01:15.599,0:00:38.787,0:00:38.787,"24.132 km/h",0:00:01.975
4723959,18-04-2026,15:48:52,3,0:02:04.074,0:00:48.475,0:00:48.475,"19.309 km/h",0:00:09.688
4723959,18-04-2026,15:49:41,4,0:02:53.981,0:00:49.907,0:00:49.907,"18.755 km/h",0:00:01.432
4723959,18-04-2026,15:50:31,5,0:03:29.317,0:00:35.336,0:00:35.336,"26.489 km/h",-0:00:14.571
4723959,18-04-2026,15:51:06,6,0:04:05.056,0:00:35.739,0:00:35.739,"26.190 km/h",0:00:00.403
4723959,18-04-2026,15:51:42,7,0:04:40.831,0:00:35.775,0:00:35.775,"26.164 km/h",0:00:00.036
4723959,18-04-2026,15:52:18,8,0:05:39.655,0:00:58.824,0:00:58.824,"15.912 km/h",0:00:23.049
4723959,18-04-2026,15:53:16,9,0:06:24.675,0:00:45.020,0:00:45.020,"20.791 km/h",-0:00:13.804
,,,,,,,,
4723959,18-04-2026,16:54:31,1,0:00:46.164,0:00:46.164,0:00:46.164,"20.276 km/h",
4723959,18-04-2026,16:55:17,2,0:01:21.497,0:00:35.333,0:00:35.333,"26.491 km/h",-0:00:10.831
4723959,18-04-2026,16:55:52,3,0:01:57.959,0:00:36.462,0:00:36.462,"25.671 km/h",0:00:01.129
4723959,18-04-2026,16:56:29,4,0:02:32.695,0:00:34.736,0:00:34.736,"26.946 km/h",-0:00:01.726
4723959,18-04-2026,16:57:03,5,0:03:08.425,0:00:35.730,0:00:35.730,"26.196 km/h",0:00:00.994
4723959,18-04-2026,16:57:39,6,0:03:43.067,0:00:34.642,0:00:34.642,"27.019 km/h",-0:00:01.088
4723959,18-04-2026,16:58:14,7,0:04:32.773,0:00:49.706,0:00:49.706,"18.831 km/h",0:00:15.064
4723959,18-04-2026,16:59:04,8,0:05:07.518,0:00:34.745,0:00:34.745,"26.939 km/h",-0:00:14.961
4723959,18-04-2026,16:59:38,9,0:05:41.930,0:00:34.412,0:00:34.412,"27.200 km/h",-0:00:00.333
4723959,18-04-2026,17:00:13,10,0:06:16.669,0:00:34.739,0:00:34.739,"26.944 km/h",0:00:00.327
4723959,18-04-2026,17:00:47,11,0:06:53.649,0:00:36.980,0:00:36.980,"25.311 km/h",0:00:02.241
,,,,,,,,
4723959,18-04-2026,17:55:07,1,0:00:51.924,0:00:51.924,0:00:51.924,"18.026 km/h",
4723959,18-04-2026,17:55:59,2,0:01:34.299,0:00:42.375,0:00:42.375,"22.088 km/h",-0:00:09.549
,,,,,,,,
4723959,18-04-2026,18:02:14,1,0:00:35.630,0:00:35.630,0:00:35.630,"26.270 km/h",
4723959,18-04-2026,18:02:50,2,0:01:09.900,0:00:34.270,0:00:34.270,"27.313 km/h",-0:00:01.360
4723959,18-04-2026,18:03:24,3,0:01:47.471,0:00:37.571,0:00:37.571,"24.913 km/h",0:00:03.301
4723959,18-04-2026,18:04:02,4,0:02:23.157,0:00:35.686,0:00:35.686,"26.229 km/h",-0:00:01.885
4723959,18-04-2026,18:04:38,5,0:03:05.467,0:00:42.310,0:00:42.310,"22.122 km/h",0:00:06.624
4723959,18-04-2026,18:05:20,6,0:03:43.383,0:00:37.916,0:00:37.916,"24.686 km/h",-0:00:04.394
4723959,18-04-2026,18:05:58,7,0:04:20.533,0:00:37.150,0:00:37.150,"25.195 km/h",-0:00:00.766
4723959,18-04-2026,18:06:35,8,0:04:54.576,0:00:34.043,0:00:34.043,"27.495 km/h",-0:00:03.107
