Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
8046737,19-04-2026,09:11:35,1,0:00:43.909,0:00:43.909,0:00:43.909,"21.317 km/h",
8046737,19-04-2026,09:12:19,2,0:01:21.837,0:00:37.928,0:00:37.928,"24.678 km/h",-0:00:05.981
8046737,19-04-2026,09:12:57,3,0:02:01.760,0:00:39.923,0:00:39.923,"23.445 km/h",0:00:01.995
8046737,19-04-2026,09:13:37,4,0:02:39.907,0:00:38.147,0:00:38.147,"24.537 km/h",-0:00:01.776
8046737,19-04-2026,09:14:15,5,0:03:19.251,0:00:39.344,0:00:39.344,"23.790 km/h",0:00:01.197
8046737,19-04-2026,09:14:54,6,0:04:00.708,0:00:41.457,0:00:41.457,"22.578 km/h",0:00:02.113
8046737,19-04-2026,09:15:36,7,0:04:40.195,0:00:39.487,0:00:39.487,"23.704 km/h",-0:00:01.970
,,,,,,,,
8046737,19-04-2026,10:01:05,1,0:00:39.028,0:00:39.028,0:00:39.028,"23.983 km/h",
8046737,19-04-2026,10:01:44,2,0:01:16.493,0:00:37.465,0:00:37.465,"24.983 km/h",-0:00:01.563
8046737,19-04-2026,10:02:22,3,0:01:57.059,0:00:40.566,0:00:40.566,"23.074 km/h",0:00:03.101
8046737,19-04-2026,10:03:02,4,0:02:34.630,0:00:37.571,0:00:37.571,"24.913 km/h",-0:00:02.995
8046737,19-04-2026,10:03:40,5,0:03:12.127,0:00:37.497,0:00:37.497,"24.962 km/h",-0:00:00.074
8046737,19-04-2026,10:04:17,6,0:03:54.904,0:00:42.777,0:00:42.777,"21.881 km/h",0:00:05.280
8046737,19-04-2026,10:05:00,7,0:04:32.294,0:00:37.390,0:00:37.390,"25.033 km/h",-0:00:05.387
8046737,19-04-2026,10:05:37,8,0:05:09.072,0:00:36.778,0:00:36.778,"25.450 km/h",-0:00:00.612
8046737,19-04-2026,10:06:14,9,0:05:46.644,0:00:37.572,0:00:37.572,"24.912 km/h",0:00:00.794
,,,,,,,,
8046737,19-04-2026,10:49:05,1,0:00:39.341,0:00:39.341,0:00:39.341,"23.792 km/h",
8046737,19-04-2026,10:49:44,2,0:01:16.568,0:00:37.227,0:00:37.227,"25.143 km/h",-0:00:02.114
8046737,19-04-2026,10:50:21,3,0:01:51.776,0:00:35.208,0:00:35.208,"26.585 km/h",-0:00:02.019
8046737,19-04-2026,10:50:56,4,0:02:25.275,0:00:33.499,0:00:33.499,"27.941 km/h",-0:00:01.709
8046737,19-04-2026,10:51:30,5,0:03:03.171,0:00:37.896,0:00:37.896,"24.699 km/h",0:00:04.397
8046737,19-04-2026,10:52:08,6,0:03:45.124,0:00:41.953,0:00:41.953,"22.311 km/h",0:00:04.057
8046737,19-04-2026,10:52:50,7,0:04:24.855,0:00:39.731,0:00:39.731,"23.558 km/h",-0:00:02.222
8046737,19-04-2026,10:53:29,8,0:05:00.097,0:00:35.242,0:00:35.242,"26.559 km/h",-0:00:04.489
8046737,19-04-2026,10:54:05,9,0:05:34.503,0:00:34.406,0:00:34.406,"27.205 km/h",-0:00:00.836
8046737,19-04-2026,10:54:39,10,0:06:09.052,0:00:34.549,0:00:34.549,"27.092 km/h",0:00:00.143
,,,,,,,,
8046737,19-04-2026,11:59:13,1,0:00:35.147,0:00:35.147,0:00:35.147,"26.631 km/h",
8046737,19-04-2026,11:59:48,2,0:01:14.430,0:00:39.283,0:00:39.283,"23.827 km/h",0:00:04.136
