Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
5926001,19-04-2026,08:02:15,1,0:00:44.944,0:00:44.944,0:00:44.944,"20.826 km/h",
5926001,19-04-2026,08:03:00,2,0:01:44.623,0:00:59.679,0:00:59.679,"15.684 km/h",0:00:14.735
5926001,19-04-2026,08:03:59,3,0:02:31.034,0:00:46.411,0:00:46.411,"20.168 km/h",-0:00:13.268
5926001,19-04-2026,08:04:46,4,0:03:15.288,0:00:44.254,0:00:44.254,"21.151 km/h",-0:00:02.157
5926001,19-04-2026,08:05:30,5,0:04:04.307,0:00:49.019,0:00:49.019,"19.095 km/h",0:00:04.765
5926001,19-04-2026,08:06:19,6,0:04:48.182,0:00:43.875,0:00:43.875,"21.333 km/h",-0:00:05.144
5926001,19-04-2026,08:07:03,7,0:05:29.944,0:00:41.762,0:00:41.762,"22.413 km/h",-0:00:02.113
,,,,,,,,
5926001,19-04-2026,09:00:13,1,0:00:44.221,0:00:44.221,0:00:44.221,"21.166 km/h",
5926001,19-04-2026,09:00:57,2,0:01:30.308,0:00:46.087,0:00:46.087,"20.309 km/h",0:00:01.866
5926001,19-04-2026,09:01:43,3,0:02:13.963,0:00:43.655,0:00:43.655,"21.441 km/h",-0:00:02.432
5926001,19-04-2026,09:02:27,4,0:03:01.290,0:00:47.327,0:00:47.327,"19.777 km/h",0:00:03.672
5926001,19-04-2026,09:03:14,5,0:03:45.230,0:00:43.940,0:00:43.940,"21.302 km/h",-0:00:03.387
5926001,19-04-2026,09:03:58,6,0:04:28.593,0:00:43.363,0:00:43.363,"21.585 km/h",-0:00:00.577
5926001,19-04-2026,09:04:41,7,0:05:12.871,0:00:44.278,0:00:44.278,"21.139 km/h",0:00:00.915
,,,,,,,,
5926001,19-04-2026,09:52:26,1,0:00:58.028,0:00:58.028,0:00:58.028,"16.130 km/h",
5926001,19-04-2026,09:53:24,2,0:01:43.777,0:00:45.749,0:00:45.749,"20.459 km/h",-0:00:12.279
5926001,19-04-2026,09:54:09,3,0:02:30.599,0:00:46.822,0:00:46.822,"19.991 km/h",0:00:01.073
5926001,19-04-2026,09:54:56,4,0:03:12.445,0:00:41.846,0:00:41.846,"22.368 km/h",-0:00:04.976
5926001,19-04-2026,09:55:38,5,0:03:54.992,0:00:42.547,0:00:42.547,"21.999 km/h",0:00:00.701
5926001,19-04-2026,09:56:21,6,0:04:39.964,0:00:44.972,0:00:44.972,"20.813 km/h",0:00:02.425
5926001,19-04-2026,09:57:06,7,0:05:26.465,0:00:46.501,0:00:46.501,"20.129 km/h",0:00:01.529
