Transponder,Date,"Start time",Lap,"Total time",Laptime,MRCP,Speed,Diff
,,,,,,,,
5362908,10-05-2026,14:03:29,1,0:00:46.748,0:00:46.748,0:00:46.748,"20.022 km/h",
5362908,10-05-2026,14:04:15,2,0:01:27.698,0:00:40.950,0:00:40.950,"22.857 km/h",-0:00:05.798
5362908,10-05-2026,14:04:56,3,0:02:08.784,0:00:41.086,0:00:41.086,"22.781 km/h",0:00:00.136
5362908,10-05-2026,14:05:37,4,0:02:49.849,0:00:41.065,0:00:41.065,"22.793 km/h",-0:00:00.021
5362908,10-05-2026,14:06:18,5,0:03:31.963,0:00:42.114,0:00:42.114,"22.225 km/h",0:00:01.049
5362908,10-05-2026,14:07:01,6,0:04:17.530,0:00:45.567,0:00:45.567,"20.541 km/h",0:00:03.453
5362908,10-05-2026,14:07:46,7,0:05:01.570,0:00:44.040,0:00:44.040,"21.253 km/h",-0:00:01.527
5362908,10-05-2026,14:08:30,8,0:05:48.146,0:00:46.576,0:00:46.576,"20.096 km/h",0:00:02.536
5362908,10-05-2026,14:09:17,9,0:06:33.585,0:00:45.439,0:00:45.439,"20.599 km/h",-0:00:01.137
5362908,10-05-2026,14:10:02,10,0:07:16.278,0:00:42.693,0:00:42.693,"21.924 km/h",-0:00:02.746
5362908,10-05-2026,14:10:45,11,0:07:59.511,0:00:43.233,0:00:43.233,"21.650 km/h",0:00:00.540
,,,,,,,,
5362908,10-05-2026,14:13:47,1,0:00:43.576,0:00:43.576,0:00:43.576,"21.480 km/h",
5362908,10-05-2026,14:14:31,2,0:01:25.818,0:00:42.242,0:00:42.242,"22.158 km/h",-0:00:01.334
5362908,10-05-2026,14:15:13,3,0:02:09.305,0:00:43.487,0:00:43.487,"21.524 km/h",0:00:01.245
5362908,10-05-2026,14:15:56,4,0:02:50.470,0:00:41.165,0:00:41.165,"22.738 km/h",-0:00:02.322
5362908,10-05-2026,14:16:38,5,0:03:32.449,0:00:41.979,0:00:41.979,"22.297 km/h",0:00:00.814
,,,,,,,,
5362908,10-05-2026,14:34:14,1,0:00:41.785,0:00:41.785,0:00:41.785,"22.400 km/h",
5362908,10-05-2026,14:34:56,2,0:01:21.574,0:00:39.789,0:00:39.789,"23.524 km/h",-0:00:01.996
5362908,10-05-2026,14:35:36,3,0:02:03.341,0:00:41.767,0:00:41.767,"22.410 km/h",0:00:01.978
5362908,10-05-2026,14:36:18,4,0:02:46.216,0:00:42.875,0:00:42.875,"21.831 km/h",0:00:01.108
,,,,,,,,
5362908,10-05-2026,14:43:11,1,0:00:42.236,0:00:42.236,0:00:42.236,"22.161 km/h",
5362908,10-05-2026,14:43:53,2,0:01:20.756,0:00:38.520,0:00:38.520,"24.299 km/h",-0:00:03.716
5362908,10-05-2026,14:44:32,3,0:01:59.593,0:00:38.837,0:00:38.837,"24.101 km/h",0:00:00.317
5362908,10-05-2026,14:45:11,4,0:02:39.697,0:00:40.104,0:00:40.104,"23.339 km/h",0:00:01.267
5362908,10-05-2026,14:45:51,5,0:03:21.061,0:00:41.364,0:00:41.364,"22.628 km/h",0:00:01.260
5362908,10-05-2026,14:46:32,6,0:04:01.200,0:00:40.139,0:00:40.139,"23.319 km/h",-0:00:01.225
5362908,10-05-2026,14:47:12,7,0:04:40.485,0:00:39.285,0:00:39.285,"23.826 km/h",-0:00:00.854
5362908,10-05-2026,14:47:52,8,0:05:21.590,0:00:41.105,0:00:41.105,"22.771 km/h",0:00:01.820
5362908,10-05-2026,14:48:33,9,0:06:05.473,0:00:43.883,0:00:43.883,"21.329 km/h",0:00:02.778
5362908,10-05-2026,14:49:17,10,0:07:00.569,0:00:55.096,0:00:55.096,"16.989 km/h",0:00:11.213
5362908,10-05-2026,14:50:12,11,0:07:45.212,0:00:44.643,0:00:44.643,"20.966 km/h",-0:00:10.453
5362908,10-05-2026,14:50:56,12,0:08:28.439,0:00:43.227,0:00:43.227,"21.653 km/h",-0:00:01.416
,,,,,,,,
5362908,10-05-2026,14:59:23,1,0:00:40.261,0:00:40.261,0:00:40.261,"23.248 km/h",
5362908,10-05-2026,15:00:03,2,0:01:20.463,0:00:40.202,0:00:40.202,"23.282 km/h",-0:00:00.059
,,,,,,,,
5362908,10-05-2026,15:02:11,1,0:00:46.472,0:00:46.472,0:00:46.472,"20.141 km/h",
5362908,10-05-2026,15:02:57,2,0:01:28.270,0:00:41.798,0:00:41.798,"22.393 km/h",-0:00:04.674
5362908,10-05-2026,15:03:39,3,0:02:10.588,0:00:42.318,0:00:42.318,"22.118 km/h",0:00:00.520
5362908,10-05-2026,15:04:22,4,0:02:50.392,0:00:39.804,0:00:39.804,"23.515 km/h",-0:00:02.514
5362908,10-05-2026,15:05:01,5,0:03:29.745,0:00:39.353,0:00:39.353,"23.785 km/h",-0:00:00.451
5362908,10-05-2026,15:05:41,6,0:04:10.688,0:00:40.943,0:00:40.943,"22.861 km/h",0:00:01.590
5362908,10-05-2026,15:06:22,7,0:04:52.307,0:00:41.619,0:00:41.619,"22.490 km/h",0:00:00.676
5362908,10-05-2026,15:07:03,8,0:05:32.059,0:00:39.752,0:00:39.752,"23.546 km/h",-0:00:01.867
5362908,10-05-2026,15:07:43,9,0:06:10.946,0:00:38.887,0:00:38.887,"24.070 km/h",-0:00:00.865
5362908,10-05-2026,15:08:22,10,0:06:50.741,0:00:39.795,0:00:39.795,"23.521 km/h",0:00:00.908
,,,,,,,,
5362908,10-05-2026,15:41:18,1,0:00:49.541,0:00:49.541,0:00:49.541,"18.893 km/h",
5362908,10-05-2026,15:42:08,2,0:01:35.727,0:00:46.186,0:00:46.186,"20.266 km/h",-0:00:03.355
,,,,,,,,
5362908,10-05-2026,15:45:46,1,0:00:34.661,0:00:34.661,0:00:34.661,"27.004 km/h",
5362908,10-05-2026,15:46:21,2,0:01:12.571,0:00:37.910,0:00:37.910,"24.690 km/h",0:00:03.249
5362908,10-05-2026,15:46:58,3,0:01:59.897,0:00:47.326,0:00:47.326,"19.778 km/h",0:00:09.416
,,,,,,,,
5362908,10-05-2026,15:49:21,1,0:00:40.355,0:00:40.355,0:00:40.355,"23.194 km/h",
5362908,10-05-2026,15:50:02,2,0:01:17.141,0:00:36.786,0:00:36.786,"25.444 km/h",-0:00:03.569
5362908,10-05-2026,15:50:39,3,0:02:17.081,0:00:59.940,0:00:59.940,"15.616 km/h",0:00:23.154
5362908,10-05-2026,15:51:38,4,0:02:55.413,0:00:38.332,0:00:38.332,"24.418 km/h",-0:00:21.608
5362908,10-05-2026,15:52:17,5,0:03:32.878,0:00:37.465,0:00:37.465,"24.983 km/h",-0:00:00.867
5362908,10-05-2026,15:52:54,6,0:04:10.595,0:00:37.717,0:00:37.717,"24.816 km/h",0:00:00.252
,,,,,,,,
5362908,10-05-2026,16:13:18,1,0:00:41.410,0:00:41.410,0:00:41.410,"22.603 km/h",
5362908,10-05-2026,16:13:59,2,0:01:22.864,0:00:41.454,0:00:41.454,"22.579 km/h",0:00:00.044
5362908,10-05-2026,16:14:41,3,0:02:02.554,0:00:39.690,0:00:39.690,"23.583 km/h",-0:00:01.764
5362908,10-05-2026,16:15:20,4,0:02:58.383,0:00:55.829,0:00:55.829,"16.765 km/h",0:00:16.139
5362908,10-05-2026,16:16:16,5,0:03:56.722,0:00:58.339,0:00:58.339,"16.044 km/h",0:00:02.510
5362908,10-05-2026,16:17:15,6,0:04:35.438,0:00:38.716,0:00:38.716,"24.176 km/h",-0:00:19.623
5362908,10-05-2026,16:17:53,7,0:05:14.876,0:00:39.438,0:00:39.438,"23.733 km/h",0:00:00.722
5362908,10-05-2026,16:18:33,8,0:05:55.052,0:00:40.176,0:00:40.176,"23.297 km/h",0:00:00.738
5362908,10-05-2026,16:19:13,9,0:06:38.615,0:00:43.563,0:00:43.563,"21.486 km/h",0:00:03.387
5362908,10-05-2026,16:19:57,10,0:07:18.323,0:00:39.708,0:00:39.708,"23.572 km/h",-0:00:03.855
5362908,10-05-2026,16:20:36,11,0:07:58.513,0:00:40.190,0:00:40.190,"23.289 km/h",0:00:00.482
,,,,,,,,
5362908,10-05-2026,16:22:20,1,0:00:40.172,0:00:40.172,0:00:40.172,"23.300 km/h",
5362908,10-05-2026,16:23:01,2,0:01:19.010,0:00:38.838,0:00:38.838,"24.100 km/h",-0:00:01.334
5362908,10-05-2026,16:23:40,3,0:01:59.368,0:00:40.358,0:00:40.358,"23.192 km/h",0:00:01.520
5362908,10-05-2026,16:24:20,4,0:02:39.105,0:00:39.737,0:00:39.737,"23.555 km/h",-0:00:00.621
5362908,10-05-2026,16:25:00,5,0:03:20.843,0:00:41.738,0:00:41.738,"22.426 km/h",0:00:02.001
5362908,10-05-2026,16:25:41,6,0:04:19.095,0:00:58.252,0:00:58.252,"16.068 km/h",0:00:16.514
5362908,10-05-2026,16:26:40,7,0:05:01.812,0:00:42.717,0:00:42.717,"21.912 km/h",-0:00:15.535
,,,,,,,,
5362908,10-05-2026,16:28:26,1,0:00:54.387,0:00:54.387,0:00:54.387,"17.210 km/h",
,,,,,,,,
5362908,10-05-2026,16:30:30,1,0:00:40.104,0:00:40.104,0:00:40.104,"23.339 km/h",
5362908,10-05-2026,16:31:10,2,0:01:19.013,0:00:38.909,0:00:38.909,"24.056 km/h",-0:00:01.195
,,,,,,,,
5362908,10-05-2026,16:59:03,1,0:00:44.384,0:00:44.384,0:00:44.384,"21.089 km/h",
,,,,,,,,
5362908,10-05-2026,17:01:03,1,0:00:41.275,0:00:41.275,0:00:41.275,"22.677 km/h",
5362908,10-05-2026,17:01:44,2,0:01:25.442,0:00:44.167,0:00:44.167,"21.192 km/h",0:00:02.892
5362908,10-05-2026,17:02:28,3,0:02:05.800,0:00:40.358,0:00:40.358,"23.192 km/h",-0:00:03.809
5362908,10-05-2026,17:03:09,4,0:02:46.050,0:00:40.250,0:00:40.250,"23.255 km/h",-0:00:00.108
5362908,10-05-2026,17:03:49,5,0:03:26.947,0:00:40.897,0:00:40.897,"22.887 km/h",0:00:00.647
5362908,10-05-2026,17:04:30,6,0:04:12.607,0:00:45.660,0:00:45.660,"20.499 km/h",0:00:04.763
5362908,10-05-2026,17:05:16,7,0:04:54.692,0:00:42.085,0:00:42.085,"22.241 km/h",-0:00:03.575
5362908,10-05-2026,17:05:58,8,0:05:34.483,0:00:39.791,0:00:39.791,"23.523 km/h",-0:00:02.294
5362908,10-05-2026,17:06:37,9,0:06:18.345,0:00:43.862,0:00:43.862,"21.340 km/h",0:00:04.071
5362908,10-05-2026,17:07:21,10,0:07:03.029,0:00:44.684,0:00:44.684,"20.947 km/h",0:00:00.822
5362908,10-05-2026,17:08:06,11,0:08:01.870,0:00:58.841,0:00:58.841,"15.907 km/h",0:00:14.157
5362908,10-05-2026,17:09:05,12,0:08:47.326,0:00:45.456,0:00:45.456,"20.591 km/h",-0:00:13.385
